x,y,v_x,v_y
5.20884590263e+12,119774361468.0,-638.701994379,902.344585035
5.20879070054e+12,119852323620.0,-639.124280735,902.334871596
5.20873546196e+12,119930284933.0,-639.546575602,902.325151537
5.20868018689e+12,120008245406.0,-639.968878985,902.315424858
5.20862487534e+12,120086205039.0,-640.39119089,902.305691559
5.20856952729e+12,120164163830.0,-640.813511324,902.295951639
5.20851414276e+12,120242121779.0,-641.235840292,902.286205098
5.20845872174e+12,120320078886.0,-641.658177799,902.276451934
5.20840326423e+12,120398035150.0,-642.080523853,902.266692148
5.20834777023e+12,120475990570.0,-642.502878458,902.256925739
5.20829223973e+12,120553945146.0,-642.925241621,902.247152706
5.20823667274e+12,120631898878.0,-643.347613347,902.237373049
5.20818106926e+12,120709851764.0,-643.769993642,902.227586767
5.20812542929e+12,120787803805.0,-644.192382513,902.21779386
5.20806975282e+12,120865754999.0,-644.614779965,902.207994327
5.20801403985e+12,120943705346.0,-645.037186004,902.198188167
5.20795829039e+12,121021654845.0,-645.459600636,902.188375381
5.20790250443e+12,121099603497.0,-645.882023867,902.178555968
5.20784668198e+12,121177551300.0,-646.304455703,902.168729926
5.20779082302e+12,121255498253.0,-646.726896149,902.158897256
5.20773492757e+12,121333444357.0,-647.149345212,902.149057957
5.20767899562e+12,121411389610.0,-647.571802897,902.139212029
5.20762302716e+12,121489334013.0,-647.99426921,902.12935947
5.20756702221e+12,121567277563.0,-648.416744157,902.119500281
5.20751098075e+12,121645220262.0,-648.839227745,902.109634461
5.20745490279e+12,121723162108.0,-649.261719978,902.099762009
5.20739878832e+12,121801103101.0,-649.684220864,902.089882924
5.20734263735e+12,121879043240.0,-650.106730407,902.079997207
5.20728644988e+12,121956982524.0,-650.529248614,902.070104857
5.2072302259e+12,122034920954.0,-650.95177549,902.060205873
5.20717396541e+12,122112858527.0,-651.374311042,902.050300254
5.20711766842e+12,122190795245.0,-651.796855275,902.040388
5.20706133492e+12,122268731106.0,-652.219408195,902.030469111
5.20700496491e+12,122346666110.0,-652.641969809,902.020543586
5.20694855838e+12,122424600256.0,-653.064540121,902.010611424
5.20689211535e+12,122502533544.0,-653.487119139,902.000672625
5.20683563581e+12,122580465972.0,-653.909706867,901.990727189
5.20677911975e+12,122658397541.0,-654.332303312,901.980775114
5.20672256719e+12,122736328250.0,-654.75490848,901.970816401
5.20666597811e+12,122814258098.0,-655.177522376,901.960851048
5.20660935251e+12,122892187085.0,-655.600145007,901.950879055
5.2065526904e+12,122970115210.0,-656.022776378,901.940900422
5.20649599178e+12,123048042472.0,-656.445416495,901.930915148
5.20643925663e+12,123125968872.0,-656.868065365,901.920923233
5.20638248497e+12,123203894407.0,-657.290722992,901.910924676
5.2063256768e+12,123281819079.0,-657.713389384,901.900919476
5.2062688321e+12,123359742886.0,-658.136064545,901.890907633
5.20621195088e+12,123437665828.0,-658.558748483,901.880889146
5.20615503315e+12,123515587904.0,-658.981441202,901.870864015
5.20609807889e+12,123593509113.0,-659.404142709,901.860832239
5.20604108811e+12,123671429455.0,-659.826853009,901.850793818
5.20598406081e+12,123749348930.0,-660.249572108,901.840748751
5.20592699698e+12,123827267536.0,-660.672300014,901.830697038
5.20586989664e+12,123905185274.0,-661.09503673,901.820638678
5.20581275976e+12,123983102143.0,-661.517782263,901.81057367
5.20575558636e+12,124061018141.0,-661.94053662,901.800502014
5.20569837644e+12,124138933269.0,-662.363299806,901.79042371
5.20564112998e+12,124216847526.0,-662.786071826,901.780338756
5.205583847e+12,124294760911.0,-663.208852688,901.770247153
5.20552652749e+12,124372673425.0,-663.631642396,901.7601489
5.20546917146e+12,124450585065.0,-664.054440957,901.750043995
5.20541177889e+12,124528495832.0,-664.477248376,901.739932439
5.20535434979e+12,124606405725.0,-664.90006466,901.729814232
5.20529688416e+12,124684314744.0,-665.322889815,901.719689372
5.20523938199e+12,124762222887.0,-665.745723846,901.709557859
5.20518184329e+12,124840130155.0,-666.168566759,901.699419692
5.20512426806e+12,124918036547.0,-666.59141856,901.689274871
5.2050666563e+12,124995942062.0,-667.014279255,901.679123395
5.205009008e+12,125073846699.0,-667.437148851,901.668965264
5.20495132316e+12,125151750459.0,-667.860027352,901.658800478
5.20489360178e+12,125229653340.0,-668.282914766,901.648629035
5.20483584387e+12,125307555342.0,-668.705811097,901.638450935
5.20477804942e+12,125385456464.0,-669.128716352,901.628266177
5.20472021843e+12,125463356706.0,-669.551630537,901.618074762
5.2046623509e+12,125541256067.0,-669.974553657,901.607876688
5.20460444682e+12,125619154547.0,-670.397485719,901.597671955
5.20454650621e+12,125697052144.0,-670.820426728,901.587460562
5.20448852905e+12,125774948860.0,-671.24337669,901.577242509
5.20443051535e+12,125852844692.0,-671.666335612,901.567017795
5.20437246511e+12,125930739640.0,-672.089303499,901.556786419
5.20431437832e+12,126008633704.0,-672.512280358,901.546548382
5.20425625499e+12,126086526884.0,-672.935266193,901.536303682
5.20419809511e+12,126164419177.0,-673.358261012,901.526052319
5.20413989868e+12,126242310585.0,-673.781264819,901.515794292
5.20408166571e+12,126320201106.0,-674.204277622,901.505529602
5.20402339618e+12,126398090741.0,-674.627299425,901.495258246
5.20396509011e+12,126475979487.0,-675.050330235,901.484980225
5.20390674748e+12,126553867345.0,-675.473370058,901.474695539
5.20384836831e+12,126631754314.0,-675.896418899,901.464404185
5.20378995258e+12,126709640394.0,-676.319476765,901.454106165
5.2037315003e+12,126787525583.0,-676.742543661,901.443801477
5.20367301147e+12,126865409882.0,-677.165619594,901.433490121
5.20361448608e+12,126943293290.0,-677.58870457,901.423172097
5.20355592414e+12,127021175806.0,-678.011798593,901.412847403
5.20349732564e+12,127099057430.0,-678.434901671,901.402516039
5.20343869059e+12,127176938161.0,-678.85801381,901.392178005
5.20338001898e+12,127254817998.0,-679.281135014,901.3818333
5.20332131081e+12,127332696942.0,-679.704265291,901.371481923
5.20326256608e+12,127410574990.0,-680.127404645,901.361123874
5.20320378479e+12,127488452144.0,-680.550553084,901.350759153
5.20314496695e+12,127566328401.0,-680.973710612,901.340387758
5.20308611254e+12,127644203762.0,-681.396877236,901.330009689
5.20302722157e+12,127722078227.0,-681.820052963,901.319624946
5.20296829403e+12,127799951793.0,-682.243237796,901.309233528
5.20290932993e+12,127877824462.0,-682.666431744,901.298835435
5.20285032927e+12,127955696232.0,-683.089634811,901.288430665
5.20279129204e+12,128033567103.0,-683.512847004,901.278019219
5.20273221825e+12,128111437074.0,-683.936068329,901.267601096
5.20267310789e+12,128189306144.0,-684.359298791,901.257176295
5.20261396096e+12,128267174313.0,-684.782538397,901.246744815
5.20255477747e+12,128345041581.0,-685.205787152,901.236306656
5.2024955574e+12,128422907947.0,-685.629045062,901.225861818
5.20243630077e+12,128500773410.0,-686.052312133,901.2154103
5.20237700756e+12,128578637970.0,-686.475588372,901.204952101
5.20231767779e+12,128656501626.0,-686.898873785,901.194487221
5.20225831144e+12,128734364377.0,-687.322168376,901.184015659
5.20219890852e+12,128812226223.0,-687.745472152,901.173537415
5.20213946902e+12,128890087164.0,-688.16878512,901.163052488
5.20207999295e+12,128967947199.0,-688.592107285,901.152560877
5.2020204803e+12,129045806326.0,-689.015438652,901.142062582
5.20196093108e+12,129123664547.0,-689.438779229,901.131557602
5.20190134528e+12,129201521859.0,-689.86212902,901.121045937
5.20184172291e+12,129279378263.0,-690.285488033,901.110527587
5.20178206395e+12,129357233758.0,-690.708856272,901.10000255
5.20172236842e+12,129435088344.0,-691.132233744,901.089470825
5.2016626363e+12,129512942019.0,-691.555620455,901.078932414
5.2016028676e+12,129590794783.0,-691.979016411,901.068387314
5.20154306233e+12,129668646636.0,-692.402421617,901.057835525
5.20148322047e+12,129746497577.0,-692.82583608,901.047277047
5.20142334202e+12,129824347605.0,-693.249259805,901.036711879
5.20136342699e+12,129902196720.0,-693.6726928,901.026140021
5.20130347538e+12,129980044922.0,-694.096135068,901.015561471
5.20124348718e+12,130057892209.0,-694.519586617,901.00497623
5.2011834624e+12,130135738582.0,-694.943047453,900.994384297
5.20112340102e+12,130213584038.0,-695.366517581,900.983785671
5.20106330306e+12,130291428579.0,-695.789997008,900.973180351
5.20100316851e+12,130369272204.0,-696.213485739,900.962568338
5.20094299737e+12,130447114911.0,-696.63698378,900.95194963
5.20088278964e+12,130524956701.0,-697.060491138,900.941324227
5.20082254532e+12,130602797572.0,-697.484007818,900.930692128
5.2007622644e+12,130680637524.0,-697.907533826,900.920053332
5.20070194689e+12,130758476557.0,-698.331069169,900.90940784
5.20064159279e+12,130836314669.0,-698.754613852,900.898755651
5.2005812021e+12,130914151862.0,-699.178167881,900.888096763
5.20052077481e+12,130991988132.0,-699.601731262,900.877431177
5.20046031092e+12,131069823481.0,-700.025304001,900.866758891
5.20039981043e+12,131147657908.0,-700.448886104,900.856079906
5.20033927335e+12,131225491412.0,-700.872477578,900.84539422
5.20027869967e+12,131303323992.0,-701.296078428,900.834701834
5.20021808939e+12,131381155648.0,-701.719688659,900.824002745
5.20015744251e+12,131458986380.0,-702.143308279,900.813296955
5.20009675902e+12,131536816186.0,-702.566937293,900.802584462
5.20003603894e+12,131614645066.0,-702.990575706,900.791865265
5.19997528225e+12,131692473020.0,-703.414223526,900.781139365
5.19991448896e+12,131770300047.0,-703.837880758,900.77040676
5.19985365907e+12,131848126146.0,-704.261547407,900.759667449
5.19979279257e+12,131925951317.0,-704.685223481,900.748921434
5.19973188946e+12,132003775559.0,-705.108908984,900.738168711
5.19967094975e+12,132081598872.0,-705.532603923,900.727409282
5.19960997342e+12,132159421255.0,-705.956308305,900.716643146
5.1995489605e+12,132237242708.0,-706.380022134,900.705870301
5.19948791096e+12,132315063230.0,-706.803745417,900.695090748
5.19942682481e+12,132392882820.0,-707.227478159,900.684304486
5.19936570205e+12,132470701477.0,-707.651220368,900.673511513
5.19930454268e+12,132548519202.0,-708.074972048,900.66271183
5.19924334669e+12,132626335994.0,-708.498733206,900.651905437
5.1991821141e+12,132704151851.0,-708.922503848,900.641092331
5.19912084488e+12,132781966774.0,-709.34628398,900.630272513
5.19905953906e+12,132859780762.0,-709.770073608,900.619445983
5.19899819661e+12,132937593814.0,-710.193872737,900.608612739
5.19893681756e+12,133015405930.0,-710.617681374,900.597772781
5.19887540188e+12,133093217109.0,-711.041499525,900.586926108
5.19881394958e+12,133171027351.0,-711.465327196,900.57607272
5.19875246067e+12,133248836654.0,-711.889164392,900.565212617
5.19869093514e+12,133326645019.0,-712.31301112,900.554345797
5.19862937298e+12,133404452445.0,-712.736867386,900.54347226
5.19856777421e+12,133482258931.0,-713.160733196,900.532592005
5.19850613881e+12,133560064477.0,-713.584608555,900.521705032
5.19844446678e+12,133637869082.0,-714.00849347,900.510811341
5.19838275814e+12,133715672745.0,-714.432387947,900.49991093
5.19832101287e+12,133793475466.0,-714.856291991,900.489003799
5.19825923097e+12,133871277245.0,-715.28020561,900.478089947
5.19819741245e+12,133949078080.0,-715.704128808,900.467169374
5.1981355573e+12,134026877971.0,-716.128061591,900.45624208
5.19807366552e+12,134104676918.0,-716.552003967,900.445308063
5.19801173711e+12,134182474920.0,-716.97595594,900.434367323
5.19794977207e+12,134260271977.0,-717.399917517,900.423419859
5.1978877704e+12,134338068087.0,-717.823888704,900.412465671
5.1978257321e+12,134415863251.0,-718.247869506,900.401504759
5.19776365717e+12,134493657467.0,-718.671859931,900.390537121
5.19770154561e+12,134571450735.0,-719.095859983,900.379562756
5.19763939741e+12,134649243055.0,-719.519869669,900.368581666
5.19757721257e+12,134727034426.0,-719.943888994,900.357593848
5.1975149911e+12,134804824847.0,-720.367917966,900.346599302
5.197452733e+12,134882614318.0,-720.791956589,900.335598028
5.19739043825e+12,134960402838.0,-721.21600487,900.324590024
5.19732810687e+12,135038190407.0,-721.640062815,900.313575292
5.19726573885e+12,135115977024.0,-722.06413043,900.302553828
5.19720333419e+12,135193762688.0,-722.488207721,900.291525634
5.19714089289e+12,135271547399.0,-722.912294693,900.280490709
5.19707841494e+12,135349331157.0,-723.336391354,900.269449051
5.19701590036e+12,135427113960.0,-723.760497708,900.258400661
5.19695334913e+12,135504895808.0,-724.184613762,900.247345537
5.19689076126e+12,135582676701.0,-724.608739523,900.23628368
5.19682813674e+12,135660456638.0,-725.032874995,900.225215087
5.19676547558e+12,135738235618.0,-725.457020185,900.21413976
5.19670277777e+12,135816013641.0,-725.881175099,900.203057697
5.19664004331e+12,135893790706.0,-726.305339743,900.191968898
5.1965772722e+12,135971566813.0,-726.729514124,900.180873362
5.19651446445e+12,136049341961.0,-727.153698246,900.169771088
5.19645162004e+12,136127116149.0,-727.577892116,900.158662076
5.19638873899e+12,136204889378.0,-728.002095741,900.147546325
5.19632582128e+12,136282661645.0,-728.426309126,900.136423835
5.19626286692e+12,136360432951.0,-728.850532276,900.125294604
5.19619987591e+12,136438203296.0,-729.274765199,900.114158633
5.19613684824e+12,136515972678.0,-729.6990079,900.103015921
5.19607378392e+12,136593741097.0,-730.123260386,900.091866467
5.19601068294e+12,136671508552.0,-730.547522662,900.080710271
5.19594754531e+12,136749275043.0,-730.971794734,900.069547331
5.19588437102e+12,136827040570.0,-731.396076608,900.058377648
5.19582116007e+12,136904805131.0,-731.82036829,900.04720122
5.19575791246e+12,136982568726.0,-732.244669787,900.036018047
5.19569462819e+12,137060331354.0,-732.668981105,900.024828129
5.19563130726e+12,137138093016.0,-733.093302249,900.013631465
5.19556794966e+12,137215853710.0,-733.517633225,900.002428053
5.19550455541e+12,137293613435.0,-733.94197404,899.991217895
5.19544112449e+12,137371372192.0,-734.366324699,899.980000988
5.19537765691e+12,137449129979.0,-734.790685209,899.968777333
5.19531415266e+12,137526886797.0,-735.215055576,899.957546928
5.19525061175e+12,137604642643.0,-735.639435805,899.946309774
5.19518703416e+12,137682397519.0,-736.063825903,899.935065869
5.19512341992e+12,137760151422.0,-736.488225875,899.923815212
5.195059769e+12,137837904354.0,-736.912635729,899.912557805
5.19499608141e+12,137915656312.0,-737.337055469,899.901293644
5.19493235716e+12,137993407297.0,-737.761485102,899.890022731
5.19486859623e+12,138071157308.0,-738.185924634,899.878745064
5.19480479863e+12,138148906344.0,-738.61037407,899.867460643
5.19474096435e+12,138226654405.0,-739.034833418,899.856169467
5.19467709341e+12,138304401490.0,-739.459302683,899.844871535
5.19461318579e+12,138382147599.0,-739.883781871,899.833566847
5.19454924149e+12,138459892730.0,-740.308270988,899.822255403
5.19448526052e+12,138537636884.0,-740.73277004,899.810937201
5.19442124287e+12,138615380060.0,-741.157279033,899.799612241
5.19435718854e+12,138693122257.0,-741.581797973,899.788280523
5.19429309753e+12,138770863475.0,-742.006326867,899.776942045
5.19422896985e+12,138848603712.0,-742.43086572,899.765596808
5.19416480548e+12,138926342970.0,-742.855414538,899.75424481
5.19410060443e+12,139004081246.0,-743.279973328,899.742886051
5.1940363667e+12,139081818540.0,-743.704542096,899.73152053
5.19397209228e+12,139159554852.0,-744.129120846,899.720148247
5.19390778119e+12,139237290181.0,-744.553709587,899.7087692
5.1938434334e+12,139315024527.0,-744.978308323,899.69738339
5.19377904893e+12,139392757889.0,-745.402917061,899.685990816
5.19371462778e+12,139470490266.0,-745.827535806,899.674591477
5.19365016994e+12,139548221658.0,-746.252164565,899.663185372
5.1935856754e+12,139625952065.0,-746.676803345,899.651772502
5.19352114418e+12,139703681484.0,-747.10145215,899.640352864
5.19345657627e+12,139781409917.0,-747.526110987,899.628926459
5.19339197167e+12,139859137363.0,-747.950779862,899.617493286
5.19332733038e+12,139936863820.0,-748.375458781,899.606053344
5.19326265239e+12,140014589289.0,-748.80014775,899.594606633
5.19319793771e+12,140092313768.0,-749.224846775,899.583153152
5.19313318634e+12,140170037257.0,-749.649555863,899.571692901
5.19306839827e+12,140247759756.0,-750.074275019,899.560225878
5.1930035735e+12,140325481264.0,-750.499004249,899.548752083
5.19293871204e+12,140403201780.0,-750.92374356,899.537271516
5.19287381388e+12,140480921304.0,-751.348492957,899.525784176
5.19280887902e+12,140558639836.0,-751.773252447,899.514290062
5.19274390746e+12,140636357373.0,-752.198022036,899.502789173
5.1926788992e+12,140714073917.0,-752.622801729,899.49128151
5.19261385424e+12,140791789467.0,-753.047591533,899.479767071
5.19254877258e+12,140869504021.0,-753.472391454,899.468245856
5.19248365421e+12,140947217579.0,-753.897201498,899.456717863
5.19241849914e+12,141024930142.0,-754.322021671,899.445183093
5.19235330737e+12,141102641707.0,-754.746851979,899.433641545
5.19228807889e+12,141180352275.0,-755.171692427,899.422093218
5.1922228137e+12,141258061844.0,-755.596543024,899.410538112
5.1921575118e+12,141335770415.0,-756.021403773,899.398976225
5.1920921732e+12,141413477987.0,-756.446274682,899.387407558
5.19202679789e+12,141491184559.0,-756.871155756,899.375832109
5.19196138586e+12,141568890131.0,-757.296047002,899.364249878
5.19189593713e+12,141646594701.0,-757.720948425,899.352660865
5.19183045168e+12,141724298270.0,-758.145860032,899.341065068
5.19176492952e+12,141802000837.0,-758.570781828,899.329462487
5.19169937065e+12,141879702401.0,-758.995713821,899.317853122
5.19163377506e+12,141957402962.0,-759.420656015,899.306236971
5.19156814276e+12,142035102519.0,-759.845608417,899.294614034
5.19150247374e+12,142112801071.0,-760.270571033,899.282984311
5.19143676801e+12,142190498618.0,-760.695543869,899.271347801
5.19137102555e+12,142268195160.0,-761.120526932,899.259704503
5.19130524638e+12,142345890695.0,-761.545520227,899.248054416
5.19123943049e+12,142423585224.0,-761.97052376,899.23639754
5.19117357787e+12,142501278744.0,-762.395537538,899.224733875
5.19110768854e+12,142578971257.0,-762.820561566,899.213063419
5.19104176248e+12,142656662762.0,-763.24559585,899.201386172
5.1909757997e+12,142734353257.0,-763.670640398,899.189702133
5.19090980019e+12,142812042742.0,-764.095695214,899.178011302
5.19084376396e+12,142889731217.0,-764.520760305,899.166313678
5.190777691e+12,142967418681.0,-764.945835677,899.15460926
5.19071158132e+12,143045105133.0,-765.370921337,899.142898048
5.19064543491e+12,143122790573.0,-765.796017289,899.131180041
5.19057925177e+12,143200475001.0,-766.22112354,899.119455238
5.1905130319e+12,143278158415.0,-766.646240097,899.107723639
5.1904467753e+12,143355840815.0,-767.071366965,899.095985244
5.19038048197e+12,143433522201.0,-767.496504151,899.08424005
5.1903141519e+12,143511202572.0,-767.921651661,899.072488059
5.1902477851e+12,143588881927.0,-768.3468095,899.060729268
5.19018138157e+12,143666560266.0,-768.771977675,899.048963679
5.19011494131e+12,143744237588.0,-769.197156191,899.037191289
5.1900484643e+12,143821913892.0,-769.622345056,899.025412098
5.18998195056e+12,143899589179.0,-770.047544275,899.013626105
5.18991540009e+12,143977263446.0,-770.472753854,899.001833311
5.18984881287e+12,144054936695.0,-770.897973799,898.990033714
5.18978218892e+12,144132608924.0,-771.323204117,898.978227313
5.18971552822e+12,144210280133.0,-771.748444813,898.966414109
5.18964883079e+12,144287950320.0,-772.173695894,898.954594099
5.18958209661e+12,144365619486.0,-772.598957366,898.942767284
5.18951532569e+12,144443287630.0,-773.024229234,898.930933663
5.18944851802e+12,144520954751.0,-773.449511505,898.919093236
5.18938167361e+12,144598620849.0,-773.874804185,898.907246001
5.18931479245e+12,144676285923.0,-774.300107281,898.895391958
5.18924787455e+12,144753949973.0,-774.725420797,898.883531106
5.1891809199e+12,144831612997.0,-775.150744741,898.871663446
5.1891139285e+12,144909274996.0,-775.576079118,898.859788975
5.18904690035e+12,144986935969.0,-776.001423935,898.847907693
5.18897983546e+12,145064595914.0,-776.426779198,898.8360196
5.18891273381e+12,145142254833.0,-776.852144912,898.824124695
5.1888455954e+12,145219912723.0,-777.277521084,898.812222978
5.18877842025e+12,145297569585.0,-777.70290772,898.800314447
5.18871120834e+12,145375225417.0,-778.128304826,898.788399102
5.18864395968e+12,145452880220.0,-778.553712409,898.776476943
5.18857667426e+12,145530533992.0,-778.979130474,898.764547968
5.18850935209e+12,145608186733.0,-779.404559027,898.752612178
5.18844199315e+12,145685838443.0,-779.829998075,898.740669571
5.18837459746e+12,145763489121.0,-780.255447623,898.728720147
5.18830716501e+12,145841138766.0,-780.680907678,898.716763904
5.1882396958e+12,145918787378.0,-781.106378247,898.704800843
5.18817218983e+12,145996434955.0,-781.531859334,898.692830963
5.18810464709e+12,146074081499.0,-781.957350946,898.680854263
5.1880370676e+12,146151727007.0,-782.38285309,898.668870743
5.18796945134e+12,146229371479.0,-782.808365771,898.656880401
5.18790179831e+12,146307014916.0,-783.233888995,898.644883237
5.18783410852e+12,146384657315.0,-783.65942277,898.632879251
5.18776638196e+12,146462298677.0,-784.0849671,898.620868441
5.18769861864e+12,146539939001.0,-784.510521992,898.608850807
5.18763081854e+12,146617578286.0,-784.936087451,898.596826349
5.18756298168e+12,146695216532.0,-785.361663485,898.584795066
5.18749510805e+12,146772853738.0,-785.7872501,898.572756957
5.18742719764e+12,146850489904.0,-786.2128473,898.560712021
5.18735925047e+12,146928125029.0,-786.638455094,898.548660258
5.18729126652e+12,147005759113.0,-787.064073486,898.536601667
5.1872232458e+12,147083392154.0,-787.489702482,898.524536247
5.1871551883e+12,147161024152.0,-787.91534209,898.512463999
5.18708709402e+12,147238655107.0,-788.340992315,898.50038492
5.18701896297e+12,147316285019.0,-788.766653162,898.48829901
5.18695079515e+12,147393913885.0,-789.19232464,898.47620627
5.18688259054e+12,147471541707.0,-789.618006752,898.464106697
5.18681434916e+12,147549168483.0,-790.043699506,898.452000292
5.18674607099e+12,147626794212.0,-790.469402908,898.439887053
5.18667775604e+12,147704418895.0,-790.895116964,898.427766981
5.18660940431e+12,147782042530.0,-791.32084168,898.415640074
5.1865410158e+12,147859665117.0,-791.746577062,898.403506331
5.1864725905e+12,147937286656.0,-792.172323116,898.391365753
5.18640412842e+12,148014907145.0,-792.598079849,898.379218338
5.18633562956e+12,148092526585.0,-793.023847266,898.367064085
5.1862670939e+12,148170144974.0,-793.449625374,898.354902995
5.18619852146e+12,148247762312.0,-793.875414179,898.342735066
5.18612991223e+12,148325378598.0,-794.301213686,898.330560297
5.18606126621e+12,148402993832.0,-794.727023903,898.318378689
5.1859925834e+12,148480608014.0,-795.152844836,898.306190239
5.1859238638e+12,148558221142.0,-795.578676489,898.293994949
5.1858551074e+12,148635833216.0,-796.00451887,898.281792816
5.18578631422e+12,148713444235.0,-796.430371985,898.26958384
5.18571748424e+12,148791054200.0,-796.85623584,898.257368021
5.18564861746e+12,148868663108.0,-797.282110441,898.245145358
5.18557971389e+12,148946270961.0,-797.707995794,898.23291585
5.18551077352e+12,149023877756.0,-798.133891905,898.220679497
5.18544179635e+12,149101483494.0,-798.559798781,898.208436298
5.18537278238e+12,149179088174.0,-798.985716427,898.196186251
5.18530373162e+12,149256691795.0,-799.41164485,898.183929357
5.18523464405e+12,149334294357.0,-799.837584056,898.171665615
5.18516551968e+12,149411895858.0,-800.263534051,898.159395024
5.18509635851e+12,149489496300.0,-800.689494842,898.147117584
5.18502716054e+12,149567095680.0,-801.115466433,898.134833293
5.18495792576e+12,149644693999.0,-801.541448833,898.122542151
5.18488865417e+12,149722291255.0,-801.967442046,898.110244158
5.18481934578e+12,149799887449.0,-802.393446079,898.097939312
5.18475000059e+12,149877482579.0,-802.819460938,898.085627614
5.18468061858e+12,149955076645.0,-803.245486629,898.073309061
5.18461119977e+12,150032669647.0,-803.671523158,898.060983655
5.18454174414e+12,150110261583.0,-804.097570532,898.048651393
5.18447225171e+12,150187852453.0,-804.523628757,898.036312276
5.18440272246e+12,150265442257.0,-804.949697839,898.023966302
5.1843331564e+12,150343030994.0,-805.375777783,898.011613471
5.18426355352e+12,150420618664.0,-805.801868597,897.999253782
5.18419391383e+12,150498205265.0,-806.227970286,897.986887235
5.18412423733e+12,150575790798.0,-806.654082857,897.974513828
5.18405452401e+12,150653375261.0,-807.080206315,897.962133562
5.18398477387e+12,150730958654.0,-807.506340667,897.949746435
5.18391498691e+12,150808540977.0,-807.932485919,897.937352447
5.18384516314e+12,150886122229.0,-808.358642077,897.924951597
5.18377530254e+12,150963702409.0,-808.784809148,897.912543884
5.18370540512e+12,151041281516.0,-809.210987137,897.900129308
5.18363547088e+12,151118859551.0,-809.637176051,897.887707868
5.18356549982e+12,151196436512.0,-810.063375896,897.875279564
5.18349549193e+12,151274012399.0,-810.489586678,897.862844393
5.18342544722e+12,151351587211.0,-810.915808403,897.850402357
5.18335536568e+12,151429160948.0,-811.342041077,897.837953454
5.18328524731e+12,151506733609.0,-811.768284707,897.825497684
5.18321509212e+12,151584305194.0,-812.194539299,897.813035045
5.18314490009e+12,151661875702.0,-812.620804859,897.800565538
5.18307467124e+12,151739445131.0,-813.047081393,897.788089161
5.18300440556e+12,151817013483.0,-813.473368907,897.775605914
5.18293410304e+12,151894580756.0,-813.899667408,897.763115795
5.1828637637e+12,151972146949.0,-814.325976901,897.750618805
5.18279338751e+12,152049712063.0,-814.752297393,897.738114943
5.1827229745e+12,152127276095.0,-815.17862889,897.725604208
5.18265252465e+12,152204839047.0,-815.604971399,897.713086599
5.18258203796e+12,152282400917.0,-816.031324925,897.700562116
5.18251151443e+12,152359961704.0,-816.457689474,897.688030757
5.18244095407e+12,152437521408.0,-816.884065053,897.675492523
5.18237035687e+12,152515080029.0,-817.310451668,897.662947412
5.18229972282e+12,152592637565.0,-817.736849326,897.650395423
5.18222905194e+12,152670194017.0,-818.163258031,897.637836557
5.18215834421e+12,152747749383.0,-818.589677791,897.625270813
5.18208759964e+12,152825303663.0,-819.016108612,897.612698189
5.18201681823e+12,152902856857.0,-819.4425505,897.600118684
5.18194599997e+12,152980408964.0,-819.869003461,897.5875323
5.18187514486e+12,153057959983.0,-820.295467501,897.574939033
5.18180425291e+12,153135509913.0,-820.721942627,897.562338885
5.18173332411e+12,153213058755.0,-821.148428845,897.549731854
5.18166235846e+12,153290606507.0,-821.57492616,897.537117939
5.18159135596e+12,153368153168.0,-822.001434579,897.52449714
5.18152031661e+12,153445698739.0,-822.427954109,897.511869456
5.18144924041e+12,153523243219.0,-822.854484755,897.499234886
5.18137812736e+12,153600786607.0,-823.281026524,897.48659343
5.18130697745e+12,153678328902.0,-823.707579422,897.473945087
5.18123579069e+12,153755870105.0,-824.134143455,897.461289856
5.18116456707e+12,153833410213.0,-824.560718629,897.448627736
5.1810933066e+12,153910949227.0,-824.98730495,897.435958728
5.18102200926e+12,153988487146.0,-825.413902426,897.423282829
5.18095067507e+12,154066023970.0,-825.840511061,897.41060004
5.18087930402e+12,154143559698.0,-826.267130862,897.397910359
5.18080789611e+12,154221094329.0,-826.693761836,897.385213787
5.18073645134e+12,154298627863.0,-827.120403988,897.372510322
5.18066496971e+12,154376160299.0,-827.547057325,897.359799963
5.18059345121e+12,154453691636.0,-827.973721853,897.34708271
5.18052189585e+12,154531221874.0,-828.400397578,897.334358562
5.18045030362e+12,154608751013.0,-828.827084507,897.321627519
5.18037867453e+12,154686279051.0,-829.253782645,897.308889579
5.18030700857e+12,154763805989.0,-829.680491999,897.296144743
5.18023530574e+12,154841331825.0,-830.107212574,897.283393009
5.18016356604e+12,154918856559.0,-830.533944378,897.270634376
5.18009178947e+12,154996380190.0,-830.960687417,897.257868844
5.18001997603e+12,155073902718.0,-831.387441696,897.245096412
5.17994812572e+12,155151424143.0,-831.814207222,897.23231708
5.17987623854e+12,155228944463.0,-832.240984001,897.219530846
5.17980431448e+12,155306463678.0,-832.667772039,897.206737711
5.17973235355e+12,155383981787.0,-833.094571343,897.193937672
5.17966035574e+12,155461498790.0,-833.521381919,897.181130731
5.17958832105e+12,155539014686.0,-833.948203773,897.168316885
5.17951624949e+12,155616529475.0,-834.37503691,897.155496134
5.17944414104e+12,155694043155.0,-834.801881339,897.142668478
5.17937199572e+12,155771555728.0,-835.228737063,897.129833915
5.17929981352e+12,155849067191.0,-835.655604091,897.116992446
5.17922759443e+12,155926577544.0,-836.082482428,897.104144068
