x,y,v_x,v_y
5.25021578352e+12,15325740226.2,-81.1022977678,909.568532461
5.25020875831e+12,15404326894.8,-81.5182761328,909.567315078
5.25020169716e+12,15482913458.0,-81.934255559,909.566091463
5.25019460007e+12,15561499915.3,-82.350236052,909.564861617
5.25018746704e+12,15640086265.9,-82.766217617,909.56362554
5.25018029807e+12,15718672509.6,-83.1822002595,909.562383231
5.25017309316e+12,15797258645.6,-83.598183985,909.561134691
5.2501658523e+12,15875844673.5,-84.0141687988,909.559879919
5.25015857551e+12,15954430592.7,-84.4301547064,909.558618915
5.25015126277e+12,16033016402.6,-84.8461417132,909.55735168
5.2501439141e+12,16111602102.8,-85.2621298246,909.556078213
5.25013652948e+12,16190187692.8,-85.678119046,909.554798514
5.25012910892e+12,16268773171.9,-86.0941093829,909.553512583
5.25012165241e+12,16347358539.6,-86.5101008407,909.552220421
5.25011415997e+12,16425943795.4,-86.9260934247,909.550922026
5.25010663159e+12,16504528938.7,-87.3420871405,909.549617399
5.25009906726e+12,16583113969.1,-87.7580819934,909.54830654
5.25009146699e+12,16661698885.9,-88.1740779889,909.546989449
5.25008383078e+12,16740283688.7,-88.5900751323,909.545666125
5.25007615862e+12,16818868376.8,-89.0060734292,909.544336569
5.25006845053e+12,16897452949.8,-89.4220728848,909.543000781
5.25006070649e+12,16976037407.2,-89.8380735047,909.54165876
5.25005292651e+12,17054621748.3,-90.2540752943,909.540310507
5.25004511059e+12,17133205972.7,-90.6700782589,909.53895602
5.25003725872e+12,17211790079.7,-91.0860824041,909.537595302
5.25002937091e+12,17290374068.9,-91.5020877352,909.53622835
5.25002144716e+12,17368957939.8,-91.9180942576,909.534855165
5.25001348746e+12,17447541691.7,-92.3341019768,909.533475748
5.25000549183e+12,17526125324.2,-92.7501108981,909.532090097
5.24999746024e+12,17604708836.7,-93.1661210271,909.530698213
5.24998939272e+12,17683292228.7,-93.5821323692,909.529300096
5.24998128925e+12,17761875499.6,-93.9981449296,909.527895746
5.24997314984e+12,17840458648.9,-94.414158714,909.526485163
5.24996497448e+12,17919041676.1,-94.8301737276,909.525068346
5.24995676319e+12,17997624580.5,-95.246189976,909.523645296
5.24994851594e+12,18076207361.8,-95.6622074645,909.522216012
5.24994023276e+12,18154790019.3,-96.0782261986,909.520780494
5.24993191363e+12,18233372552.5,-96.4942461837,909.519338743
5.24992355855e+12,18311954960.8,-96.9102674251,909.517890758
5.24991516753e+12,18390537243.8,-97.3262899285,909.51643654
5.24990674057e+12,18469119400.9,-97.742313699,909.514976087
5.24989827766e+12,18547701431.5,-98.1583387423,909.5135094
5.24988977881e+12,18626283335.1,-98.5743650636,909.512036479
5.24988124401e+12,18704865111.2,-98.9903926685,909.510557324
5.24987267327e+12,18783446759.3,-99.4064215623,909.509071935
5.24986406658e+12,18862028278.7,-99.8224517505,909.507580312
5.24985542395e+12,18940609669.0,-100.238483238,909.506082454
5.24984674537e+12,19019190929.6,-100.654516032,909.504578361
5.24983803085e+12,19097772059.9,-101.070550135,909.503068035
5.24982928038e+12,19176353059.5,-101.486585555,909.501551473
5.24982049396e+12,19254933927.8,-101.902622297,909.500028677
5.24981167161e+12,19333514664.3,-102.318660365,909.498499646
5.2498028133e+12,19412095268.4,-102.734699766,909.49696438
5.24979391905e+12,19490675739.6,-103.150740504,909.495422879
5.24978498885e+12,19569256077.3,-103.566782586,909.493875143
5.24977602271e+12,19647836281.0,-103.982826016,909.492321172
5.24976702062e+12,19726416350.2,-104.3988708,909.490760966
5.24975798258e+12,19804996284.3,-104.814916944,909.489194524
5.2497489086e+12,19883576082.8,-105.230964452,909.487621847
5.24973979867e+12,19962155745.2,-105.647013331,909.486042935
5.2497306528e+12,20040735270.9,-106.063063586,909.484457787
5.24972147098e+12,20119314659.3,-106.479115221,909.482866404
5.24971225321e+12,20197893910.0,-106.895168244,909.481268785
5.24970299949e+12,20276473022.4,-107.311222658,909.47966493
5.24969370983e+12,20355051995.9,-107.72727847,909.478054839
5.24968438422e+12,20433630830.1,-108.143335684,909.476438512
5.24967502266e+12,20512209524.3,-108.559394307,909.474815949
5.24966562515e+12,20590788078.1,-108.975454344,909.47318715
5.2496561917e+12,20669366490.9,-109.391515799,909.471552115
5.2496467223e+12,20747944762.1,-109.80757868,909.469910844
5.24963721695e+12,20826522891.3,-110.22364299,909.468263336
5.24962767565e+12,20905100877.9,-110.639708736,909.466609592
5.24961809841e+12,20983678721.3,-111.055775922,909.464949611
5.24960848522e+12,21062256421.0,-111.471844555,909.463283393
5.24959883607e+12,21140833976.5,-111.887914639,909.461610939
5.24958915098e+12,21219411387.2,-112.303986181,909.459932248
5.24957942995e+12,21297988652.6,-112.720059185,909.45824732
5.24956967296e+12,21376565772.1,-113.136133657,909.456556155
5.24955988002e+12,21455142745.3,-113.552209602,909.454858753
5.24955005114e+12,21533719571.5,-113.968287026,909.453155114
5.2495401863e+12,21612296250.3,-114.384365935,909.451445238
5.24953028552e+12,21690872781.1,-114.800446333,909.449729124
5.24952034878e+12,21769449163.3,-115.216528226,909.448006773
5.2495103761e+12,21848025396.5,-115.63261162,909.446278184
5.24950036747e+12,21926601480.0,-116.048696519,909.444543357
5.24949032289e+12,22005177413.4,-116.46478293,909.442802293
5.24948024235e+12,22083753196.1,-116.880870858,909.441054991
5.24947012587e+12,22162328827.5,-117.296960308,909.439301451
5.24945997344e+12,22240904307.2,-117.713051286,909.437541673
5.24944978506e+12,22319479634.5,-118.129143797,909.435775658
5.24943956072e+12,22398054809.0,-118.545237846,909.434003403
5.24942930044e+12,22476629830.2,-118.96133344,909.432224911
5.24941900421e+12,22555204697.3,-119.377430582,909.43044018
5.24940867202e+12,22633779410.0,-119.79352928,909.428649211
5.24939830388e+12,22712353967.7,-120.209629537,909.426852003
5.2493878998e+12,22790928369.9,-120.625731361,909.425048557
5.24937745976e+12,22869502615.9,-121.041834755,909.423238872
5.24936698377e+12,22948076705.4,-121.457939726,909.421422947
5.24935647183e+12,23026650637.6,-121.874046279,909.419600784
5.24934592393e+12,23105224412.2,-122.290154419,909.417772382
5.24933534009e+12,23183798028.5,-122.706264152,909.415937741
5.24932472029e+12,23262371486.1,-123.122375483,909.414096861
5.24931406454e+12,23340944784.3,-123.538488418,909.412249741
5.24930337284e+12,23419517922.7,-123.954602962,909.410396382
5.24929264518e+12,23498090900.6,-124.37071912,909.408536783
5.24928188158e+12,23576663717.6,-124.786836899,909.406670945
5.24927108202e+12,23655236373.2,-125.202956303,909.404798867
5.24926024651e+12,23733808866.7,-125.619077337,909.402920549
5.24924937504e+12,23812381197.7,-126.035200008,909.401035991
5.24923846762e+12,23890953365.5,-126.45132432,909.399145194
5.24922752425e+12,23969525369.8,-126.86745028,909.397248156
5.24921654493e+12,24048097209.8,-127.283577892,909.395344878
5.24920552965e+12,24126668885.2,-127.699707162,909.393435359
5.24919447842e+12,24205240395.3,-128.115838095,909.3915196
5.24918339123e+12,24283811739.6,-128.531970698,909.389597601
5.2491722681e+12,24362382917.6,-128.948104974,909.387669361
5.249161109e+12,24440953928.7,-129.36424093,909.38573488
5.24914991395e+12,24519524772.4,-129.780378571,909.383794159
5.24913868295e+12,24598095448.1,-130.196517903,909.381847196
5.249127416e+12,24676665955.4,-130.612658931,909.379893993
5.24911611308e+12,24755236293.6,-131.02880166,909.377934548
5.24910477422e+12,24833806462.3,-131.444946096,909.375968863
5.2490933994e+12,24912376460.9,-131.861092244,909.373996935
5.24908198862e+12,24990946288.8,-132.27724011,909.372018767
5.24907054189e+12,25069515945.5,-132.693389699,909.370034357
5.2490590592e+12,25148085430.6,-133.109541017,909.368043705
5.24904754056e+12,25226654743.3,-133.525694068,909.366046811
5.24903598596e+12,25305223883.3,-133.941848859,909.364043676
5.24902439541e+12,25383792849.9,-134.358005395,909.362034298
5.2490127689e+12,25462361642.6,-134.774163681,909.360018679
5.24900110644e+12,25540930260.9,-135.190323723,909.357996817
5.24898940801e+12,25619498704.3,-135.606485526,909.355968713
5.24897767363e+12,25698066972.1,-136.022649095,909.353934367
5.2489659033e+12,25776635064.0,-136.438814437,909.351893778
5.24895409701e+12,25855202979.2,-136.854981556,909.349846946
5.24894225476e+12,25933770717.3,-137.271150458,909.347793872
5.24893037655e+12,26012338277.8,-137.687321148,909.345734555
5.24891846239e+12,26090905660.1,-138.103493632,909.343668995
5.24890651227e+12,26169472863.6,-138.519667915,909.341597192
5.24889452619e+12,26248039887.9,-138.935844002,909.339519146
5.24888250415e+12,26326606732.4,-139.3520219,909.337434856
5.24887044616e+12,26405173396.5,-139.768201613,909.335344323
5.24885835221e+12,26483739879.7,-140.184383147,909.333247547
5.2488462223e+12,26562306181.5,-140.600566508,909.331144527
5.24883405643e+12,26640872301.3,-141.0167517,909.329035264
5.2488218546e+12,26719438238.6,-141.43293873,909.326919756
5.24880961682e+12,26798003992.8,-141.849127602,909.324798005
5.24879734308e+12,26876569563.5,-142.265318322,909.322670009
5.24878503337e+12,26955134950.0,-142.681510896,909.32053577
5.24877268771e+12,27033700151.9,-143.097705328,909.318395286
5.24876030609e+12,27112265168.5,-143.513901625,909.316248558
5.24874788851e+12,27190829999.5,-143.930099792,909.314095585
5.24873543497e+12,27269394644.1,-144.346299834,909.311936368
5.24872294547e+12,27347959101.9,-144.762501757,909.309770906
5.24871042001e+12,27426523372.3,-145.178705566,909.307599199
5.24869785859e+12,27505087454.8,-145.594911267,909.305421247
5.24868526121e+12,27583651348.9,-146.011118864,909.30323705
5.24867262787e+12,27662215054.0,-146.427328364,909.301046608
5.24865995856e+12,27740778569.6,-146.843539772,909.298849921
5.2486472533e+12,27819341895.1,-147.259753093,909.296646988
5.24863451208e+12,27897905030.0,-147.675968333,909.29443781
5.24862173489e+12,27976467973.8,-148.092185497,909.292222386
5.24860892175e+12,28055030725.9,-148.508404591,909.290000716
5.24859607264e+12,28133593285.7,-148.92462562,909.2877728
5.24858318757e+12,28212155652.8,-149.340848589,909.285538639
5.24857026654e+12,28290717826.6,-149.757073504,909.283298231
5.24855730955e+12,28369279806.6,-150.17330037,909.281051577
5.2485443166e+12,28447841592.2,-150.589529194,909.278798677
5.24853128768e+12,28526403182.8,-151.005759979,909.27653953
5.2485182228e+12,28604964578.0,-151.421992733,909.274274136
5.24850512196e+12,28683525777.2,-151.838227459,909.272002496
5.24849198516e+12,28762086779.9,-152.254464164,909.269724609
5.24847881239e+12,28840647585.4,-152.670702853,909.267440475
5.24846560366e+12,28919208193.4,-153.086943531,909.265150095
5.24845235896e+12,28997768603.2,-153.503186204,909.262853466
5.24843907831e+12,29076328814.3,-153.919430878,909.260550591
5.24842576169e+12,29154888826.2,-154.335677557,909.258241468
5.2484124091e+12,29233448638.2,-154.751926248,909.255926098
5.24839902055e+12,29312008250.0,-155.168176955,909.253604479
5.24838559604e+12,29390567660.9,-155.584429684,909.251276613
5.24837213556e+12,29469126870.4,-156.00068444,909.2489425
5.24835863912e+12,29547685878.0,-156.41694123,909.246602138
5.24834510672e+12,29626244683.1,-156.833200058,909.244255528
5.24833153835e+12,29704803285.2,-157.24946093,909.241902669
5.24831793401e+12,29783361683.7,-157.665723851,909.239543562
5.24830429371e+12,29861919878.1,-158.081988826,909.237178207
5.24829061744e+12,29940477867.9,-158.498255862,909.234806603
5.24827690521e+12,30019035652.5,-158.914524964,909.23242875
5.24826315701e+12,30097593231.4,-159.330796136,909.230044648
5.24824937285e+12,30176150604.1,-159.747069385,909.227654298
5.24823555272e+12,30254707769.9,-160.163344716,909.225257698
5.24822169662e+12,30333264728.4,-160.579622134,909.222854848
5.24820780456e+12,30411821479.0,-160.995901645,909.22044575
5.24819387653e+12,30490378021.3,-161.412183254,909.218030401
5.24817991253e+12,30568934354.5,-161.828466967,909.215608803
5.24816591257e+12,30647490478.3,-162.244752789,909.213180956
5.24815187664e+12,30726046392.0,-162.661040725,909.210746858
5.24813780474e+12,30804602095.2,-163.077330782,909.20830651
5.24812369688e+12,30883157587.2,-163.493622964,909.205859912
5.24810955305e+12,30961712867.6,-163.909917276,909.203407064
5.24809537324e+12,31040267935.7,-164.326213726,909.200947965
5.24808115748e+12,31118822791.2,-164.742512316,909.198482616
5.24806690574e+12,31197377433.4,-165.158813054,909.196011016
5.24805261803e+12,31275931861.7,-165.575115945,909.193533165
5.24803829436e+12,31354486075.7,-165.991420994,909.191049063
5.24802393472e+12,31433040074.8,-166.407728206,909.18855871
5.2480095391e+12,31511593858.5,-166.824037587,909.186062106
5.24799510752e+12,31590147426.2,-167.240349143,909.18355925
5.24798063997e+12,31668700777.3,-167.656662879,909.181050143
5.24796613645e+12,31747253911.5,-168.072978799,909.178534784
5.24795159696e+12,31825806828.0,-168.489296911,909.176013174
5.2479370215e+12,31904359526.3,-168.905617219,909.173485311
5.24792241007e+12,31982912006.0,-169.321939728,909.170951197
5.24790776267e+12,32061464266.5,-169.738264445,909.16841083
5.2478930793e+12,32140016307.3,-170.154591374,909.165864211
5.24787835995e+12,32218568127.7,-170.570920521,909.16331134
5.24786360464e+12,32297119727.3,-170.987251891,909.160752216
5.24784881336e+12,32375671105.5,-171.40358549,909.158186839
5.2478339861e+12,32454222261.8,-171.819921324,909.15561521
5.24781912288e+12,32532773195.6,-172.236259397,909.153037327
5.24780422368e+12,32611323906.5,-172.652599716,909.150453191
5.24778928851e+12,32689874393.8,-173.068942285,909.147862803
5.24777431736e+12,32768424657.0,-173.48528711,909.14526616
5.24775931025e+12,32846974695.6,-173.901634197,909.142663264
5.24774426716e+12,32925524509.0,-174.31798355,909.140054115
5.2477291881e+12,33004074096.7,-174.734335176,909.137438712
5.24771407307e+12,33082623458.2,-175.15068908,909.134817055
5.24769892206e+12,33161172592.9,-175.567045268,909.132189143
5.24768373508e+12,33239721500.3,-175.983403744,909.129554978
5.24766851213e+12,33318270179.9,-176.399764514,909.126914558
5.2476532532e+12,33396818631.0,-176.816127584,909.124267883
5.2476379583e+12,33475366853.2,-177.232492959,909.121614954
5.24762262743e+12,33553914845.9,-177.648860644,909.118955771
5.24760726058e+12,33632462608.5,-178.065230646,909.116290332
5.24759185776e+12,33711010140.7,-178.481602969,909.113618638
5.24757641896e+12,33789557441.7,-178.897977619,909.110940689
5.24756094419e+12,33868104511.0,-179.314354601,909.108256485
5.24754543344e+12,33946651348.2,-179.730733921,909.105566025
5.24752988671e+12,34025197952.7,-180.147115584,909.10286931
5.24751430402e+12,34103744323.8,-180.563499596,909.100166338
5.24749868534e+12,34182290461.2,-180.979885962,909.097457111
5.24748303069e+12,34260836364.3,-181.396274688,909.094741628
5.24746734007e+12,34339382032.4,-181.812665778,909.092019889
5.24745161346e+12,34417927465.1,-182.229059239,909.089291893
5.24743585088e+12,34496472661.9,-182.645455077,909.086557641
5.24742005233e+12,34575017622.1,-183.061853295,909.083817132
5.2474042178e+12,34653562345.3,-183.4782539,909.081070366
5.24738834729e+12,34732106830.9,-183.894656898,909.078317344
5.2473724408e+12,34810651078.3,-184.311062293,909.075558064
5.24735649833e+12,34889195087.1,-184.727470091,909.072792527
5.24734051989e+12,34967738856.7,-185.143880298,909.070020733
5.24732450547e+12,35046282386.5,-185.56029292,909.067242681
5.24730845507e+12,35124825676.1,-185.97670796,909.064458372
5.2472923687e+12,35203368724.8,-186.393125426,909.061667805
5.24727624634e+12,35281911532.1,-186.809545322,909.05887098
5.24726008801e+12,35360454097.5,-187.225967654,909.056067896
5.24724389369e+12,35438996420.4,-187.642392427,909.053258555
5.2472276634e+12,35517538500.4,-188.058819647,909.050442955
5.24721139713e+12,35596080336.8,-188.475249319,909.047621097
5.24719509488e+12,35674621929.1,-188.891681449,909.04479298
5.24717875665e+12,35753163276.8,-189.308116042,909.041958604
5.24716238244e+12,35831704379.4,-189.724553104,909.039117969
5.24714597224e+12,35910245236.2,-190.14099264,909.036271075
5.24712952607e+12,35988785846.8,-190.557434655,909.033417921
